t, c	M(t), рад	E(t), рад	Theta(t), рад	
0	0		0		0
27295	3.9699	5.75046	5.20313
27296	3.97004	4.61031	3.92134
27297	3.97019	3.07291	3.11032
27298	3.97033	5.19631	4.43295
27299	3.97048	4.65809	3.95561
27300	3.97062	5.88662	5.45175
27301	3.97077	5.86532	5.41129
27302	3.97091	3.83201	3.46607
27303	3.97106	5.2351	4.47577
27304	3.97121	5.94261	5.56074
27305	3.97135	3.24354	3.18803
27306	3.9715	4.05865	3.58359
27307	3.97164	3.24366	3.18808
27308	3.97179	5.64323	5.0246
27309	3.97193	5.79369	5.27944
27310	3.97208	4.37345	3.76489
27311	3.97222	3.11329	3.12871
27312	3.97237	3.69829	3.40027
27313	3.97251	4.2942	3.71679
27314	3.97266	5.23778	4.47879
27315	3.97281	3.27329	3.2016
27316	3.97295	3.12956	3.13612
27317	3.9731	5.63443	5.01061
27318	3.97324	4.50119	3.84667
27319	3.97339	3.79142	3.44586
27320	3.97353	4.0998	3.60594
27321	3.97368	5.33243	4.58964
27322	3.97382	3.84751	3.47384
27323	3.97397	3.02789	3.0898
27324	3.97411	4.40339	3.78356
27325	3.97426	3.80007	3.45014
27326	3.97441	3.03694	3.09392
27327	3.97455	3.34796	3.23579
27328	3.9747	3.21886	3.17677
27329	3.97484	4.30517	3.72334
27330	3.97499	5.97179	5.61899
27331	3.97513	5.23324	4.47369
27332	3.97528	4.42942	3.80003
27333	3.97542	5.33331	4.59071
27334	3.97557	3.2362	3.18468
27335	3.97571	4.49603	3.84326
27336	3.97586	3.04015	3.09539
27337	3.97601	3.04279	3.09659
27338	3.97615	3.23558	3.18439
27339	3.9763	3.03987	3.09526
27340	3.97644	4.61574	3.92518
27341	3.97659	3.80461	3.4524
27342	3.97673	4.13304	3.62425
27343	3.97688	3.2023	3.16923
27344	3.97702	5.5113	4.82562
27345	3.97717	3.06924	3.10865
27346	3.97731	4.96098	4.2004
27347	3.97746	3.94057	3.52128
27348	3.97761	3.06372	3.10613
27349	3.97775	3.24271	3.18765
27350	3.9779	4.14015	3.6282
27351	3.97804	3.68319	3.39298
27352	3.97819	3.36505	3.24364
27353	3.97833	5.16536	4.39978
27354	3.97848	3.91198	3.50656
27355	3.97862	3.21214	3.17371
27356	3.97877	4.79778	4.06211
27357	3.97891	3.10899	3.12675
27358	3.97906	3.11199	3.12812
27359	3.97921	3.11503	3.1295
27360	3.97935	3.18448	3.16112
27361	3.9795	5.19862	4.43547
27362	3.97964	3.12347	3.13334
27363	3.97979	4.30069	3.72066
27364	3.97993	5.88226	5.44343
27365	3.98008	4.49261	3.841
27366	3.98022	5.96977	5.61492
27367	3.98037	3.89089	3.49579
27368	3.98051	3.87876	3.48962
27369	3.98066	5.78985	5.27257
27370	3.98081	4.16123	3.63998
27371	3.98095	5.48341	4.78637
27372	3.9811	3.80337	3.45178
27373	3.98124	4.57725	3.89821
27374	3.98139	4.34025	3.74451
27375	3.98153	4.56725	3.8913
27376	3.98168	4.35298	3.75228
27377	3.98182	4.40612	3.78528
27378	3.98197	3.39431	3.2571
27379	3.98211	4.52432	3.86211
27380	3.98226	4.32858	3.73743
27381	3.98241	3.97948	3.54154
27382	3.98255	5.51903	4.83668
27383	3.9827	3.79798	3.44911
27384	3.98284	3.7934	3.44684
27385	3.98299	4.61861	3.92722
27386	3.98313	4.16865	3.64415
27387	3.98328	5.32262	4.57772
27388	3.98342	4.06746	3.58835
27389	3.98357	3.07462	3.1111
27390	3.98371	3.05766	3.10337
27391	3.98386	5.88068	5.44041
27392	3.984	4.66992	3.96426
27393	3.98415	4.87352	4.12425
27394	3.9843	5.94033	5.55623
27395	3.98444	5.95064	5.57668
27396	3.98459	5.208	4.44572
27397	3.98473	5.19913	4.43603
27398	3.98488	3.06723	3.10774
27399	3.98502	5.2898	4.53859
27400	3.98517	4.5674	3.8914
27401	3.98531	3.59816	3.3523
27402	3.98546	4.45293	3.81511
27403	3.9856	4.60295	3.91615
27404	3.98575	3.99618	3.55031
27405	3.9859	3.96515	3.53404
27406	3.98604	5.24894	4.49139
27407	3.98619	5.45567	4.74827
27408	3.98633	3.91649	3.50888
27409	3.98648	3.47177	3.29296
27410	3.98662	4.43624	3.80439
27411	3.98677	4.57444	3.89626
27412	3.98691	5.05868	4.29167
27413	3.98706	4.05863	3.58358
27414	3.9872	4.61452	3.92432
27415	3.98735	5.9506	5.5766
27416	3.9875	5.84915	5.38094
27417	3.98764	5.37018	4.63644
27418	3.98779	3.83724	3.46868
27419	3.98793	4.41993	3.794
27420	3.98808	4.2469	3.68894
27421	3.98822	3.67379	3.38844
27422	3.98837	3.24383	3.18816
27423	3.98851	3.16801	3.15362
27424	3.98866	3.25483	3.19318
27425	3.9888	4.40385	3.78385
27426	3.98895	5.93639	5.54846
27427	3.9891	3.10262	3.12385
27428	3.98924	4.89224	4.14014
27429	3.98939	3.1333	3.13782
27430	3.98953	3.04654	3.0983
27431	3.98968	5.54941	4.88082
27432	3.98982	3.13509	3.13863
27433	3.98997	3.1126	3.1284
27434	3.99011	3.10958	3.12702
27435	3.99026	3.24596	3.18913
27436	3.9904	4.60941	3.9207
27437	3.99055	5.62017	4.98819
27438	3.9907	3.13583	3.13897
27439	3.99084	3.15929	3.14965
27440	3.99099	3.06108	3.10493
27441	3.99113	5.95187	5.57913
27442	3.99128	5.94982	5.57506
27443	3.99142	3.96785	3.53545
27444	3.99157	3.86889	3.48462
27445	3.99171	3.08809	3.11724
27446	3.99186	4.59442	3.91016
27447	3.992	5.93684	5.54934
27448	3.99215	4.31968	3.73205
27449	3.9923	4.03741	3.57219
27450	3.99244	5.80137	5.29326
27451	3.99259	3.2998	3.21372
27452	3.99273	4.03123	3.56889
27453	3.99288	4.60282	3.91606
27454	3.99302	5.11888	4.35152
27455	3.99317	4.98392	4.22121
27456	3.99331	5.73122	5.16997
27457	3.99346	5.20484	4.44226
27458	3.9936	5.29271	4.54203
27459	3.99375	5.89911	5.47574
27460	3.9939	3.05182	3.10071
27461	3.99404	5.91172	5.50014
27462	3.99419	5.25233	4.49525
27463	3.99433	5.21478	4.45317
27464	3.99448	3.85732	3.47878
27465	3.99462	4.51058	3.85291
27466	3.99477	5.39289	4.66533
27467	3.99491	4.41593	3.79147
27468	3.99506	5.04539	4.27885
27469	3.9952	3.64714	3.37565
27470	3.99535	5.93378	5.54331
27471	3.99549	5.33826	4.59677
27472	3.99564	4.28458	3.71108
27473	3.99579	5.69292	5.10541
27474	3.99593	5.94201	5.55956
27475	3.99608	5.5521	4.88479
27476	3.99622	5.20829	4.44604
27477	3.99637	5.34302	4.60261
27478	3.99651	5.38621	4.65677
27479	3.99666	5.282	4.52946
27480	3.9968	3.64118	3.37279
27481	3.99695	5.71935	5.14975
27482	3.99709	3.46097	3.28794
27483	3.99724	3.14582	3.14352
27484	3.99739	5.14796	4.3815
27485	3.99753	5.62843	5.00115
27486	3.99768	5.83471	5.35413
27487	3.99782	5.35634	4.6191
27488	3.99797	3.20707	3.1714
27489	3.99811	5.74207	5.18861
27490	3.99826	3.07246	3.11012
27491	3.9984	3.92065	3.51101
27492	3.99855	3.88055	3.49053
27493	3.99869	3.8566	3.47842
27494	3.99884	3.86866	3.48451
27495	3.99899	3.24632	3.18929
27496	3.99913	3.15531	3.14783
27497	3.99928	4.13753	3.62674
27498	3.99942	3.9485	3.52539
27499	3.99957	4.47869	3.83185
27500	3.99971	4.55839	3.88521
27501	3.99986	3.28385	3.20643
27502	4	5.61154	4.97475
27503	4.00015	5.41864	4.6988
27504	4.00029	3.90145	3.50117
27505	4.00044	4.58693	3.90493
27506	4.00059	3.90524	3.50311
27507	4.00073	5.27418	4.52036
27508	4.00088	3.121	3.13222
27509	4.00102	5.38729	4.65815
27510	4.00117	5.45488	4.74719
27511	4.00131	5.02476	4.25919
27512	4.00146	5.13903	4.37222
27513	4.0016	3.95326	3.52786
27514	4.00175	4.54901	3.8788
27515	4.00189	3.25271	3.19221
27516	4.00204	5.29974	4.55033
27517	4.00219	3.15377	3.14713
27518	4.00233	3.20643	3.17111
27519	4.00248	3.1456	3.14342
27520	4.00262	3.24531	3.18883
27521	4.00277	3.09469	3.12024
27522	4.00291	5.83625	5.35697
27523	4.00306	3.26172	3.19632
27524	4.0032	3.22525	3.17969
27525	4.00335	3.32247	3.2241
27526	4.00349	3.23593	3.18455
27527	4.00364	3.21515	3.17508
27528	4.00379	3.0924	3.1192
27529	4.00393	3.07956	3.11335
27530	4.00408	5.15195	4.38567
27531	4.00422	3.24711	3.18965
27532	4.00437	3.14374	3.14257
27533	4.00451	3.09226	3.11913
27534	4.00466	3.24535	3.18885
27535	4.0048	3.11601	3.12995
27536	4.00495	3.09393	3.1199
27537	4.00509	3.21461	3.17484
27538	4.00524	3.2657	3.19814
27539	4.00539	3.89866	3.49975
27540	4.00553	4.05431	3.58125
27541	4.00568	3.11065	3.12751
27542	4.00582	5.53048	4.85318
27543	4.00597	5.20773	4.44542
27544	4.00611	4.51863	3.85829
27545	4.00626	5.37936	4.64805
27546	4.0064	3.2126	3.17392
27547	4.00655	3.08745	3.11694
27548	4.00669	3.22424	3.17923
27549	4.00684	3.13695	3.13948
27550	4.00699	3.23641	3.18477
27551	4.00713	3.13299	3.13768
27552	4.00728	3.24077	3.18676
27553	4.00742	3.09194	3.11899
27554	4.00757	3.16229	3.15102
27555	4.00771	3.23722	3.18515
27556	4.00786	3.07409	3.11086
27557	4.008	3.19078	3.16398
27558	4.00815	3.21748	3.17614
27559	4.00829	3.09128	3.11869
27560	4.00844	3.78999	3.44515
27561	4.00858	3.33302	3.22893
27562	4.00873	3.11744	3.1306
27563	4.00888	3.24707	3.18964
27564	4.00902	3.14989	3.14537
27565	4.00917	3.07803	3.11265
27566	4.00931	3.20384	3.16993
27567	4.00946	3.23774	3.18538
27568	4.0096	3.11195	3.1281
27569	4.00975	3.08763	3.11703
27570	4.00989	3.18829	3.16285
27571	4.01004	3.24704	3.18962
27572	4.01018	3.18672	3.16214
27573	4.01033	3.08201	3.11447
27574	4.01048	3.14724	3.14416
27575	4.01062	3.25808	3.19466
27576	4.01077	3.13624	3.13916
27577	4.01091	3.08666	3.11659
27578	4.01106	3.19342	3.16519
27579	4.0112	3.24681	3.18952
27580	4.01135	3.18601	3.16181
27581	4.01149	3.08991	3.11807
27582	4.01164	3.10968	3.12707
27583	4.01178	3.2251	3.17962
27584	4.01193	3.21535	3.17517
27585	4.01208	3.09752	3.12153
27586	4.01222	3.1056	3.12521
27587	4.01237	3.21107	3.17323
27588	4.01251	3.24439	3.18841
27589	4.01266	3.18906	3.1632
27590	4.0128	3.15068	3.14573
27591	4.01295	3.18371	3.16076
27592	4.01309	3.24114	3.18693
27593	4.01324	3.22387	3.17906
27594	4.01338	3.12846	3.13562
27595	4.01353	3.08267	3.11477
27596	4.01368	3.16711	3.15321
27597	4.01382	3.23871	3.18582
27598	4.01397	3.1803	3.15921
27599	4.01411	3.09184	3.11895
27600	4.01426	3.10037	3.12283
27601	4.0144	3.18036	3.15924
27602	4.01455	3.24093	3.18683
27603	4.01469	3.23295	3.1832
27604	4.01484	3.16163	3.15071
27605	4.01498	3.09019	3.11819
27606	4.01513	3.103	3.12403
27607	4.01528	3.1677	3.15348
27608	4.01542	3.16157	3.15068
27609	4.01557	3.09858	3.12201
27610	4.01571	3.09202	3.11903
27611	4.01586	3.15555	3.14794
27612	4.016	3.22244	3.17841
27613	4.01615	3.24671	3.18947
27614	4.01629	3.22043	3.17749
27615	4.01644	3.16038	3.15015
27616	4.01658	3.10225	3.12368
27617	4.01673	3.0872	3.11683
27618	4.01688	3.12967	3.13617
27619	4.01702	3.1957	3.16622
27620	4.01717	3.22909	3.18144
27621	4.01731	3.20202	3.1691
27622	4.01746	3.13831	3.1401
27623	4.0176	3.09142	3.11875
27624	4.01775	3.09654	3.12109
27625	4.01789	3.14504	3.14316
27626	4.01804	3.20276	3.16944
27627	4.01818	3.24001	3.18642
27628	4.01833	3.24429	3.18837
27629	4.01848	3.21961	3.17712
27630	4.01862	3.18192	3.15995
27631	4.01877	3.15009	3.14546
27632	4.01891	3.13471	3.13846
27633	4.01906	3.13697	3.13949
27634	4.0192	3.15532	3.14784
27635	4.01935	3.18542	3.16154
27636	4.01949	3.21748	3.17614
27637	4.01964	3.24017	3.18649
27638	4.01978	3.24624	3.18926
27639	4.01993	3.2343	3.18381
27640	4.02008	3.20776	3.17172
27641	4.02022	3.17319	3.15598
27642	4.02037	3.13846	3.14017
27643	4.02051	3.11076	3.12756
27644	4.02066	3.09476	3.12027
27645	4.0208	3.09171	3.11889
27646	4.02095	3.09976	3.12255
27647	4.02109	3.11517	3.12957
27648	4.02124	3.13386	3.13808
27649	4.02138	3.15247	3.14654
27650	4.02153	3.1688	3.15398
27651	4.02167	3.18187	3.15992
27652	4.02182	3.19151	3.16432
27653	4.02197	3.19812	3.16733
27654	4.02211	3.20226	3.16921
27655	4.02226	3.20447	3.17022
27656	4.0224	3.20518	3.17054
27657	4.02255	3.20458	3.17027
27658	4.02269	3.20268	3.1694
27659	4.02284	3.19929	3.16786
27660	4.02298	3.19409	3.16549
27661	4.02313	3.18674	3.16214
27662	4.02327	3.17695	3.15769
27663	4.02342	3.16469	3.15211
27664	4.02357	3.15034	3.14558
27665	4.02371	3.13481	3.13851
27666	4.02386	3.11961	3.13159
27667	4.024	3.10675	3.12573
27668	4.02415	3.09846	3.12196
27669	4.02429	3.09671	3.12116
27670	4.02444	3.1027	3.12389
27671	4.02458	3.11647	3.13016
27672	4.02473	3.13669	3.13936
27673	4.02487	3.16094	3.1504
27674	4.02502	3.18614	3.16187
27675	4.02517	3.20923	3.17239
27676	4.02531	3.22766	3.18078
27677	4.02546	3.23987	3.18635
27678	4.0256	3.24548	3.18891
27679	4.02575	3.2453	3.18883
27680	4.02589	3.24115	3.18693
27681	4.02604	3.23542	3.18432
27682	4.02618	3.23053	3.18209
27683	4.02633	3.22832	3.18108
27684	4.02647	3.22963	3.18168
27685	4.02662	3.23407	3.18371
27686	4.02677	3.24002	3.18642
27687	4.02691	3.24483	3.18862
27688	4.02706	3.24545	3.1889
27689	4.0272	3.23914	3.18602
27690	4.02735	3.22433	3.17927
27691	4.02749	3.20122	3.16874
27692	4.02764	3.17225	3.15555
27693	4.02778	3.14212	3.14183
27694	4.02793	3.11708	3.13043
27695	4.02807	3.1034	3.12421
27696	4.02822	3.10508	3.12497
27697	4.02837	3.12179	3.13258
27698	4.02851	3.14827	3.14463
27699	4.02866	3.17579	3.15716
27700	4.0288	3.19523	3.16601
27701	4.02895	3.2003	3.16832
27702	4.02909	3.18958	3.16344
27703	4.02924	3.16684	3.15308
27704	4.02938	3.13963	3.1407
27705	4.02953	3.11671	3.13027
27706	4.02967	3.10512	3.12499
27707	4.02982	3.10814	3.12636
27708	4.02997	3.12482	3.13396
27709	4.03011	3.15097	3.14586
27710	4.03026	3.18089	3.15948
27711	4.0304	3.20898	3.17227
27712	4.03055	3.23073	3.18219
27713	4.03069	3.24317	3.18786
27714	4.03084	3.24489	3.18864
27715	4.03098	3.23599	3.18458
27716	4.03113	3.21803	3.1764
27717	4.03127	3.19394	3.16542
27718	4.03142	3.16773	3.15349
27719	4.03157	3.14372	3.14256
27720	4.03171	3.1254	3.13422
27721	4.03186	3.11425	3.12915
27722	4.032	3.10936	3.12692
27723	4.03215	3.10818	3.12638
27724	4.03229	3.10825	3.12642
27725	4.03244	3.10873	3.12664
27726	4.03258	3.1108	3.12758
27727	4.03273	3.11671	3.13027
27728	4.03287	3.12828	3.13553
27729	4.03302	3.14572	3.14347
27730	4.03317	3.16744	3.15336
27731	4.03331	3.19064	3.16392
27732	4.03346	3.21223	3.17375
27733	4.0336	3.22958	3.18166
27734	4.03375	3.24086	3.1868
27735	4.03389	3.24517	3.18877
27736	4.03404	3.24245	3.18753
27737	4.03418	3.23334	3.18337
27738	4.03433	3.21903	3.17685
27739	4.03447	3.20114	3.1687
27740	4.03462	3.18152	3.15977
27741	4.03476	3.16209	3.15092
27742	4.03491	3.14457	3.14295
27743	4.03506	3.13035	3.13647
27744	4.0352	3.12024	3.13188
27745	4.03535	3.11453	3.12927
27746	4.03549	3.1129	3.12853
27747	4.03564	3.11468	3.12934
27748	4.03578	3.11893	3.13128
27749	4.03593	3.12467	3.13389
27750	4.03607	3.13102	3.13678
27751	4.03622	3.13725	3.13962
27752	4.03636	3.14288	3.14218
27753	4.03651	3.14758	3.14432
27754	4.03666	3.15122	3.14597
27755	4.0368	3.15372	3.14711
27756	4.03695	3.15511	3.14775
27757	4.03709	3.15541	3.14788
27758	4.03724	3.15466	3.14754
27759	4.03738	3.1529	3.14674
27760	4.03753	3.15015	3.14549
27761	4.03767	3.14649	3.14382
27762	4.03782	3.14204	3.1418
27763	4.03796	3.13701	3.13951
27764	4.03811	3.13171	3.13709
27765	4.03826	3.12656	3.13475
27766	4.0384	3.12209	3.13272
27767	4.03855	3.1189	3.13127
27768	4.03869	3.11761	3.13068
27769	4.03884	3.11874	3.13119
27770	4.03898	3.12268	3.13299
27771	4.03913	3.1296	3.13614
27772	4.03927	3.1394	3.14059
27773	4.03942	3.15168	3.14619
27774	4.03956	3.16583	3.15262
27775	4.03971	3.181	3.15953
27776	4.03986	3.19628	3.16649
27777	4.04	3.2107	3.17305
27778	4.04015	3.22337	3.17883
27779	4.04029	3.23352	3.18346
27780	4.04044	3.24056	3.18666
27781	4.04058	3.24409	3.18828
27782	4.04073	3.24397	3.18822
27783	4.04087	3.24027	3.18653
27784	4.04102	3.2333	3.18336
27785	4.04116	3.22363	3.17895
27786	4.04131	3.21197	3.17364
27787	4.04146	3.19921	3.16782
27788	4.0416	3.18625	3.16192
27789	4.04175	3.17398	3.15633
27790	4.04189	3.1631	3.15138
27791	4.04204	3.15409	3.14728
27792	4.04218	3.14716	3.14413
27793	4.04233	3.14231	3.14192
27794	4.04247	3.13935	3.14057
27795	4.04262	3.13809	3.14
27796	4.04276	3.1384	3.14014
27797	4.04291	3.14025	3.14098
27798	4.04306	3.14374	3.14257
27799	4.0432	3.149	3.14497
27800	4.04335	3.15613	3.14821
27801	4.04349	3.16506	3.15228
27802	4.04364	3.17555	3.15705
27803	4.04378	3.18713	3.16232
27804	4.04393	3.19919	3.16782
27805	4.04407	3.21102	3.1732
27806	4.04422	3.22189	3.17816
27807	4.04436	3.23112	3.18236
27808	4.04451	3.23815	3.18557
27809	4.04466	3.24255	3.18757
27810	4.0448	3.24405	3.18826
27811	4.04495	3.24255	3.18757
27812	4.04509	3.23812	3.18555
27813	4.04524	3.23098	3.1823
27814	4.04538	3.22149	3.17797
27815	4.04553	3.21013	3.1728
27816	4.04567	3.19751	3.16705
27817	4.04582	3.18431	3.16104
27818	4.04596	3.17124	3.15509
27819	4.04611	3.15903	3.14953
27820	4.04625	3.14833	3.14466
27821	4.0464	3.13972	3.14074
27822	4.04655	3.13359	3.13795
27823	4.04669	3.13018	3.1364
27824	4.04684	3.12949	3.13608
27825	4.04698	3.13132	3.13692
27826	4.04713	3.13527	3.13872
27827	4.04727	3.14082	3.14124
27828	4.04742	3.14731	3.1442
27829	4.04756	3.15409	3.14728
27830	4.04771	3.16052	3.15021
27831	4.04785	3.16605	3.15273
27832	4.048	3.17025	3.15464
27833	4.04815	3.17285	3.15582
27834	4.04829	3.17373	3.15622
27835	4.04844	3.17293	3.15586
27836	4.04858	3.17062	3.1548
27837	4.04873	3.16707	3.15319
27838	4.04887	3.16263	3.15117
27839	4.04902	3.15768	3.14892
27840	4.04916	3.1526	3.1466
27841	4.04931	3.14772	3.14438
27842	4.04945	3.14335	3.14239
27843	4.0496	3.13971	3.14073
27844	4.04975	3.13694	3.13948
27845	4.04989	3.13513	3.13865
27846	4.05004	3.1343	3.13827
27847	4.05018	3.13438	3.13831
27848	4.05033	3.1353	3.13873
27849	4.05047	3.13693	3.13947
27850	4.05062	3.13914	3.14048
27851	4.05076	3.14177	3.14168
27852	4.05091	3.1447	3.14301
27853	4.05105	3.14778	3.14441
27854	4.0512	3.15089	3.14582
27855	4.05135	3.15393	3.14721
27856	4.05149	3.15682	3.14852
27857	4.05164	3.15948	3.14974
27858	4.05178	3.16187	3.15082
27859	4.05193	3.16394	3.15176
27860	4.05207	3.16566	3.15255
27861	4.05222	3.16703	3.15317
27862	4.05236	3.16804	3.15363
27863	4.05251	3.16868	3.15392
27864	4.05265	3.16896	3.15405
27865	4.0528	3.1689	3.15402
27866	4.05295	3.16852	3.15385
27867	4.05309	3.16784	3.15354
27868	4.05324	3.16687	3.1531
27869	4.05338	3.16566	3.15255
27870	4.05353	3.16423	3.1519
27871	4.05367	3.16262	3.15116
27872	4.05382	3.16087	3.15037
27873	4.05396	3.15901	3.14952
27874	4.05411	3.15708	3.14864
27875	4.05425	3.15513	3.14776
27876	4.0544	3.15321	3.14688
27877	4.05455	3.15134	3.14603
27878	4.05469	3.14957	3.14523
27879	4.05484	3.14795	3.14448
27880	4.05498	3.14649	3.14382
27881	4.05513	3.14523	3.14325
27882	4.05527	3.1442	3.14278
27883	4.05542	3.14341	3.14242
27884	4.05556	3.14287	3.14218
27885	4.05571	3.1426	3.14205
27886	4.05585	3.14259	3.14204
27887	4.056	3.14283	3.14216
27888	4.05615	3.14332	3.14238
27889	4.05629	3.14403	3.1427
27890	4.05644	3.14495	3.14312
27891	4.05658	3.14606	3.14362
27892	4.05673	3.14732	3.1442
27893	4.05687	3.1487	3.14483
27894	4.05702	3.15019	3.14551
27895	4.05716	3.15174	3.14621
27896	4.05731	3.15333	3.14694
27897	4.05745	3.15494	3.14767
27898	4.0576	3.15652	3.14839
27899	4.05775	3.15807	3.14909
27900	4.05789	3.15957	3.14977
27901	4.05804	3.16099	3.15042
27902	4.05818	3.16232	3.15102
27903	4.05833	3.16354	3.15158
27904	4.05847	3.16466	3.15209
27905	4.05862	3.16567	3.15255
27906	4.05876	3.16656	3.15295
27907	4.05891	3.16733	3.15331
27908	4.05905	3.16798	3.1536
27909	4.0592	3.16852	3.15385
27910	4.05934	3.16896	3.15405
27911	4.05949	3.16929	3.1542
27912	4.05964	3.16953	3.15431
27913	4.05978	3.16968	3.15438
27914	4.05993	3.16976	3.15441
27915	4.06007	3.16977	3.15442
27916	4.06022	3.16971	3.15439
27917	4.06036	3.16961	3.15434
27918	4.06051	3.16946	3.15428
27919	4.06065	3.16927	3.15419
27920	4.0608	3.16906	3.15409
27921	4.06094	3.16882	3.15399
27922	4.06109	3.16857	3.15387
27923	4.06124	3.16831	3.15375
27924	4.06138	3.16804	3.15363
27925	4.06153	3.16777	3.15351
27926	4.06167	3.16751	3.15339
27927	4.06182	3.16725	3.15327
27928	4.06196	3.167	3.15316
27929	4.06211	3.16677	3.15305
27930	4.06225	3.16655	3.15295
27931	4.0624	3.16635	3.15286
27932	4.06254	3.16616	3.15278
27933	4.06269	3.16599	3.1527
27934	4.06284	3.16585	3.15263
27935	4.06298	3.16572	3.15257
27936	4.06313	3.16561	3.15252
27937	4.06327	3.16552	3.15248
27938	4.06342	3.16545	3.15245
27939	4.06356	3.1654	3.15243
27940	4.06371	3.16537	3.15242
27941	4.06385	3.16536	3.15241
27942	4.064	3.16537	3.15242
27943	4.06414	3.1654	3.15243
27944	4.06429	3.16544	3.15245
27945	4.06444	3.1655	3.15247
27946	4.06458	3.16557	3.15251
27947	4.06473	3.16566	3.15255
27948	4.06487	3.16577	3.1526
27949	4.06502	3.16588	3.15265
27950	4.06516	3.16601	3.15271
27951	4.06531	3.16615	3.15277
27952	4.06545	3.1663	3.15284
27953	4.0656	3.16647	3.15291
27954	4.06574	3.16664	3.15299
27955	4.06589	3.16682	3.15307
27956	4.06604	3.16701	3.15316
27957	4.06618	3.1672	3.15325
27958	4.06633	3.1674	3.15334
27959	4.06647	3.16761	3.15343
27960	4.06662	3.16782	3.15353
27961	4.06676	3.16803	3.15363
27962	4.06691	3.16825	3.15373
27963	4.06705	3.16847	3.15383
27964	4.0672	3.16869	3.15393
27965	4.06734	3.16891	3.15403
27966	4.06749	3.16913	3.15413
27967	4.06764	3.16936	3.15423
27968	4.06778	3.16958	3.15433
27969	4.06793	3.1698	3.15443
27970	4.06807	3.17001	3.15453
27971	4.06822	3.17023	3.15463
27972	4.06836	3.17044	3.15472
27973	4.06851	3.17065	3.15482
27974	4.06865	3.17085	3.15491
27975	4.0688	3.17105	3.155
27976	4.06894	3.17125	3.15509
27977	4.06909	3.17144	3.15518
27978	4.06924	3.17162	3.15526
27979	4.06938	3.1718	3.15534
27980	4.06953	3.17197	3.15542
27981	4.06967	3.17214	3.1555
27982	4.06982	3.1723	3.15557
27983	4.06996	3.17245	3.15564
27984	4.07011	3.1726	3.15571
27985	4.07025	3.17274	3.15577
27986	4.0704	3.17288	3.15583
